"gla","eng","see-also","gla-keywords","eng-keywords","gla-metaphone","eng-metaphone"
"fich","an interjetion denoting ""nasty""! English <i>fie</i>, Norse <i>fy/</i>, German <i>pfui</i>. Also Dial. <b>fuich</b>, <b>fuidh</b>, which leans on Norse <i>fúi</i>, rottenness (""Cha bhi fuidh ach far am bi fàile"").","","fich","ach, also, am, bhi, bi, cha, denot, dial, english, far, fie, fuich, fuidh, fy, fàile, fúi, german, interjet, lean, nasti, nors, on, pfui, rotten, which","FK, FX","AK, ALS, AM, AN, ANKLX, ANLX, ANTRJT, AX, F, FK, FL, FR, FT, FX, JRMN, KRMN, LN, NRS, NST, P, PF, RTN, TL, TNT, X"
"fichead","twenty, Irish <i>fiche</i>, <i>ar fhichid</i>, Old Irish <i>fiche</i>, g. <i>fichet</i>, Welsh <i>ugeint</i>, <i>ugain</i>, Cornish <i>ugens</i>, <i>ugans</i>, Breton <i>ugent</i>, <i>*vikn@.s</i>, <i>uikn@.tos</i>; Latin <i>vîginti</i>; Greek @G<i>ei@'/kosi</i>; Zend <i>vîçaiti</i>.","","fichead","ar, breton, cornish, ei'kosi, fhichid, fich, fichet, greek, irish, latin, old, twenti, ugain, ugan, ugeint, ugen, ugent, uiknto, vikn, vîginti, vîçaiti, welsh, zend","FKT, FXT","AJN, AJNT, AKN, AKNT, AKS, ALT, ALX, AR, ARX, FJNT, FK, FKN, FKNT, FKT, FLX, FX, FXT, KRK, KRNX, LTN, PRTN, SNT, TNT"
"fideadh","a suggestion (H.S.D.): <i>*vid-dho-</i>, root <i>vid</i>, wit.","","fideadh","hsd, root, suggest, vid, vid-dho-, wit","FTT","AT, FT, FTTT, RT, SKST, ST"
"fideag","a small pipe, reed, flute, Irish <i>fideóg</i>; for root, See fead. Shaw also gives the meaning ""small worm"". M`L. has <b>fìdeag</b>.","","fideag","also, fead, fideóg, flute, for, fìdeag, give, has, irish, m`l, mean, pipe, reed, root, see, shaw, small, worm","FTK","ALS, ARM, ARX, FLT, FR, FRM, FT, FTK, HS, JF, KF, MML, MN, PP, RT, S, SML, X, XF, XML"
"fidean","a green islet or spit uncovered at high tide, web of sea-clam (Isles); from the Norse <i>fit</i>, webbed foot of waterfowl, meadow land on the banks of firths or rivers, <i>fitja</i>, to web, English <i>fit</i>.","","fidean","at, bank, english, firth, fit, fitja, foot, from, green, high, isl, islet, land, meadow, nors, of, on, or, river, sea-clam, spit, tide, to, uncov, waterfowl, web","FTN","AF, AL, ALT, AN, ANKF, ANKLX, ANLX, AP, AR, AT, ATRFL, FP, FR0, FRM, FRT, FT, FTJ, FTRFL, HH, KRN, LNT, MT, MTF, NRS, PNK, RFR, SKLM, SPT, T, TT"
"fìdhleir","a fiddler; from <i>fiodhull</i>. Irish <i>fidiléir</i> is English <i>fiddler</i> directly borrowed. Hence Gaelic <b>fidleireachd</b>, restlessness; ""fiddling"" about.","","fidhleir, fìdhleir","about, borrow, direct, english, fiddl, fiddler, fidiléir, fidleireachd, fiodhul, from, gaelic, henc, irish, restless","FTLR","ANKLX, ANLX, APT, ARX, FRM, FTL, FTLR, FTLRKT, FTLRXT, HNK, KLK, PR, PRF, RSTLS, TRKT"
"fidir","know, consider, Irish <i>fidir</i>, knows, Old Irish <i>fetar</i>, scio, <i>fitir</i>, novit, <i>*viddetor</i>, <i>*vid-dho-</i> (the <i>-dho-</i> as in creid, Windisch); root <i>vid</i>, see, as in fios. Thurneysen explains it as <i>*videsar</i> (aorist stem <i>vides-</i>) becoming <i>vid-shar</i>, but <i>d-sh</i> does not produce <i>t</i> or <i>d</i> without an <i>n</i> before it.","","fidir","-dho-, aorist, as, becom, befor, consid, creid, d-sh, doe, explain, fetar, fidir, fio, fitir, in, irish, it, know, not, novit, old, or, produc, root, scio, see, stem, the, thurneysen, vid, vid-dho-, vid-shar, viddetor, vides-, videsar, windisch, without","FTR","0, 0RNSN, A0T, AKSPLN, ALT, AN, ANTX, AR, ARST, ARX, AS, AT, F, FNTX, FT, FTR, FTSR, FTSS, FTT, FTTR, FTTT, FTTXR, KNST, KRT, N, NF, NFT, NT, PFR, PKM, PRTK, RT, S, STM, T, TRNSN, TTX"
"fige, figis","a fig, Irish <i>fíge</i>; from Latin <i>fîcus</i>, English <i>fig</i>.","","fige, figi","english, fig, from, fíge, fîcus, irish, latin","FJ, FK","ANKLX, ANLX, ARX, FJ, FK, FKS, FRM, LTN"
"figh","weave, Irish <i>fighim</i>, Early Irish <i>figim</i>, Old Welsh <i>gueig</i>, testrix, Welsh <i>gweu</i>, to weave, Cornish <i>guiat</i>, tela, Breton <i>twea</i>, Middle Breton <i>tweaff</i>, <i>*vegiô</i>; Ger <i>wickeln</i>, roll, wind, curl, <i>wieche</i>, wick, English <i>wick</i>, Anglo-Saxon <i>wecca</i> (Stokes). Usually referred to the root <i>vei</i>, <i>vi</i>, wind.","","figh","anglo-saxon, breton, cornish, curl, earli, english, fighim, figim, ger, gueig, guiat, gweu, irish, middl, old, refer, roll, root, stoke, tela, testrix, to, twea, tweaff, usual, vegiô, vei, vi, weav, wecca, welsh, wick, wickeln, wiech, wind","F","AF, AK, AKLN, ALT, ALX, ANKLSKSN, ANKLX, ANLX, ANT, ARL, ARX, ASL, AX, F, FF, FJ, FJM, FK, FKLN, FKM, FLX, FM, FNT, JR, K, KK, KR, KRL, KRNX, KT, MTL, PRTN, RFR, RL, RT, STK, T, TF, TL, TSTRKS"
"file, filidh","a poet, Irish file, g. <i>filidh</i>, Old Irish <i>fili</i>, g. <i>filed</i>, <i>*velet-</i>, ""seer""; Welsh <i>gwelet</i>, to see, Breton <i>guelet</i>, sight, <i>*velô</i>. Cf. Norse <i>völva</i>, prophetess, sibyl. Old Germanic <i>Veleda</i>, a prophetess (Tacitus).","","file, filidh","breton, cf, file, fili, filidh, german, guelet, gwelet, irish, nors, old, poet, prophetess, see, seer, sibyl, sight, tacitus, to, veleda, velet-, velô, völva, welsh","FL, FLT","ALT, ALX, ARX, FL, FLF, FLT, FLTT, FLX, JRMN, KF, KLT, KRMN, NRS, PRFTS, PRTN, PT, S, SPL, SR, ST, T, TSTS"
"fill","fold, Irish <i>fillim</i>, fold, return, Old Irish <i>fillim</i>, flecto, <i>*velvô</i>; Latin <i>volvo</i>, roll, <i>volumen</i>, English <i>volume</i>; Greek @G<i>ei@'lúw</i>, envelop; Gothic <i>af-valvjan</i>, roll away, English <i>wallow</i>. Cf. Welsh <i>olwyn</i>, a wheel (Stokes). Windisch (<i>Curt. Et.</i>) suggests <i>vald</i> as root, allied to Norse <i>velta</i>, roll, Gothic <i>valtjan</i>, English <i>welter</i>, German <i>walze</i>, roll, waltz. See especially till.","","fill","af-valvjan, alli, as, away, cf, curt, ei'lúw, english, envelop, especi, et, fillim, flecto, fold, german, gothic, greek, irish, latin, nors, old, olwyn, return, roll, root, see, stoke, suggest, till, to, vald, valtjan, velta, velvô, volum, volumen, volvo, wallow, waltz, walz, welsh, welter, wheel, windisch","FL","A, AFFFLFJN, AL, ALF, ALN, ALS, ALT, ALTR, ALTS, ALX, ANFLP, ANKLX, ANLX, ANTX, ARX, AS, ASPS, AT, FLF, FLKT, FLM, FLMN, FLT, FLTJN, FLTR, FLTS, FLX, FNTX, JRMN, K0K, KF, KRK, KRMN, KRT, KTK, LTN, NRS, RL, RT, RTRN, S, SKST, STK, T, TL"
"fillein","a collop: a ""roll""; from fill.","","fillein","collop, fill, from, roll","FLN","FL, FRM, KLP, RL"
"fine","a tribe, kindred, Irish, Old Irish <i>fine</i>, Old Breton <i>coguenou</i>, indigena, <i>*venjâ</i>, kinship; Norse <i>vinr</i>, a friend, Anglo-Saxon <i>wine</i>, Old High German <i>wini</i> (do.); Indo-European root <i>ven</i>, love, Latin <i>Venus</i>, <i>veneror</i>, English <i>venerate</i>, Sanskrit <i>van</i>, love.","","fine","anglo-saxon, breton, coguenou, do, english, fine, friend, german, high, indigena, indo-european, irish, kindr, kinship, latin, love, nors, old, root, sanskrit, tribe, van, ven, vener, veneror, venjâ, venus, vinr, wine, wini","FN","ALT, AN, ANKLSKSN, ANKLX, ANLX, ANTJN, ANTKN, ANTRPN, ARX, FN, FNJ, FNR, FNRR, FNS, FRNT, HH, JRMN, KKN, KNTR, KNXP, KRMN, LF, LTN, NRS, PRTN, RT, SNSKRT, T, TRP"
"fìnealta","fine, elegant, Irish <i>fínealta</i>; cf. Middle Irish <i>fín-</i> in <i>Fínscothach</i>, fair-flowered, <i>Fin-shnechta</i>, bright-snow, root <i>svén</i>; Greek @G<i>c@'noy</i>, bright (Stokes for Middle Irish). <!-- page 174 -->","","finealta, fìnealta","174, bright, bright-snow, c'noy, cf, eleg, fair-flow, fin-shnechta, fine, for, fín-, fínealta, fínscothach, greek, in, irish, middl, page, root, stoke, svén","FNLT","ALK, AN, ARX, FN, FNLT, FNN, FNNXNKT, FNSK0K, FNSKTK, FR, FRRFL, FRRFLF, KF, KKN, KRK, MTL, PJ, PK, PRT, PRTTSN, PRTTSNF, RT, SFN, STK"
"finiche","jet (m`D., M`A.), <b>finichd</b>, black as jet ( M`E.):","","finich","as, black, finichd, jet, m`a, m`d, m`e","FNK, FNX","AS, AT, FNKT, FNXT, JT, MM, MMT, PLK"
"finid","end; from Latin <i>finit</i>, the colophon of so may tales when written.","","finid","colophon, end, finit, from, latin, may, of, so, tale, when, written","FNT","AF, AN, ANT, FNT, FRM, KLFN, LTN, M, RTN, S, TL"
"finideach","wise, so Irish ( Lh., Sh., H.S.D., which gives C.S. as authority):","","finideach","as, author, cs, give, hsd, irish, lh, sh, so, which, wise","FNTK, FNTX","A0R, AK, ARX, AS, ATR, AX, FS, JF, KF, KS, L, S, ST, X"
"finne","a maiden ( Arms., M`A., M`E.): ""fairness, beauty""; from fionn (<i>*vindiâ</i>).","","finn","arm, beauti, fair, fionn, from, m`a, m`e, maiden, vindiâ","FN","ARM, FN, FNT, FR, FRM, MM, MTN, PT"
"finnean","a buzzard.","","finnean","buzzard","FNN","PSRT, PTSRT"
"++fioch","wrath, Irish <i>fíoch</i>, Early Irish <i>fích</i>, feud, Indo-European <i>*veiqo-</i>, fight; Gothic <i>veihan</i>, strive, Old High German <i>wîgan</i>, fight; Latin <i>vinco</i>. Hence <b>fiochdha</b>, angry.","","fioch","angri, earli, feud, fight, fiochdha, fích, fíoch, german, gothic, henc, high, indo-european, irish, latin, old, strive, veihan, veiqo-, vinco, wrath, wîgan","FK, FX","AKN, ALT, ANKR, ANTRPN, ARL, ARX, FHN, FK, FKN, FKT, FNK, FT, FX, FXT, HH, HNK, JRMN, K0K, KRMN, KTK, LTN, R0, RT, STRF"
"fiodh","wood, so Irish, Old Irish <i>fid</i>, Welsh <i>guid</i>, <i>gwydd</i>, <i>gwydden</i> (sing.), Cornish <i>guiden</i>, Breton <i>gwezenn</i>, tree, <i>gwez</i>, trees, Gaulish <i>vidu-</i> <i>*vidu-</i>; English <i>wood</i>, Anglo-Saxon <i>wudu</i>, Old High German <i>witu</i>. Hence <b>++fiodhcheall</b> chess play, Early Irish <i>fidchell</i>, Welsh <i>gwyddbwyll</i>, ""wood-sense"", from <i>fiodh</i> and ciall. Also <b>fiodhag</b>, wild fig, <b>fiodhan</b>, cheese-vat.","","fiodh","also, anglo-saxon, breton, cheese-vat, chess, ciall, cornish, earli, english, fid, fidchel, fig, fiodh, fiodhag, fiodhan, fiodhcheal, from, gaulish, german, guid, guiden, gwez, gwezenn, gwydd, gwyddbwyl, gwydden, henc, high, irish, old, play, sing, so, tree, vidu-, welsh, wild, witu, wood, wood-sens, wudu","FT","ALS, ALT, ALX, ANKLSKSN, ANKLX, ANLX, ARL, ARX, AT, ATTSNS, FK, FLT, FLX, FRM, FT, FTK, FTKL, FTN, FTTSNS, FTXL, HH, HNK, JRMN, KLX, KRMN, KRNX, KS, KSN, KT, KTN, KTPL, KTS, KTSN, PL, PRTN, S, SL, SNK, TR, XL, XS, XSFT"
"fiodhradh","an impetuous rush forward (Heb.):","","fiodhradh","forward, heb, impetu, rush","FTRT","AMPT, FRRT, HP, RX"
"fodhull","a fiddle, Early Irish <i>fidil</i>, from Low Latin <i>vitula</i>, whence French <i>viola</i>, English <i>viol</i>, <i>violin</i>. Cf. English <i>fiddle</i>, from Medieval Latin <i>fidula</i>, Latin <i>fidis</i>.","","fodhul","cf, earli, english, fiddl, fidi, fidil, fidula, french, from, irish, latin, low, mediev, viol, viola, violin, vitula, whenc","FTL","ANK, ANKLX, ANLX, ARL, ARX, FL, FLN, FRM, FRNK, FRNX, FT, FTL, KF, L, LF, LTN, MTF"
"fioghuir","a figure, Irish <i>fíoghair</i>, Middle Irish <i>figur</i>; from Latin <i>figura</i>.","","fioghuir","figur, figura, from, fíoghair, irish, latin, middl","FKR","ARX, FKR, FRM, LTN, MTL"
"fioagan","a field-mouse (Arran.):","","fioagan","arran, field-mous","FKN","ARN, FLTTMS"
"fiolan, fiolar","an earwig, nesscock, Welsh <i>chwil</i>, beetle, <i>chwiler</i>, maggot, Breton <i>c'houil</i>; Greek @G<i>sílfc</i>, cockroach, English <i>sylph</i>. Cf. <i>feallan</i>.","","fiolan, fiolar","beetl, breton, c'houil, cf, chwil, chwiler, cockroach, earwig, english, feallan, greek, maggot, nesscock, sylph, sílfc, welsh","FLN, FLR","ALX, ANKLX, ANLX, ARK, FLN, FLX, KF, KKL, KKRK, KKRX, KL, KLR, KRK, MKT, NSKK, PRTN, PTL, SLF, SLFK"
"fiomhalach","a giant (Sh.); from fiamh.","","fiomhalach","fiamh, from, giant, sh","FMLK","FM, FRM, JNT, KNT, X"
"fìon","wine, Irish <i>fíon</i>, Old Irish <i>fín</i>, Welsh, Cornish, Breton <i>gwin</i>; from Latin <i>vinum</i>.","","fion, fìon","breton, cornish, from, fín, fíon, gwin, irish, latin, old, vinum, welsh, wine","FN","ALT, ALX, AN, ARX, FLX, FN, FNM, FRM, KN, KRNX, LTN, PRTN"
"fìonag","a mite, insect, a miser, Irish <i>fineóg</i>, a mite in cheese, etc.:","","fionag, fìonag","chees, etc, fineóg, in, insect, irish, miser, mite","FNK","AN, ANSKT, ARX, ATK, FNK, MSR, MT, XS"
"fionn","white, Irish <i>fionn</i>, Old Irish <i>find</i>, Welsh <i>gwyn</i>, Cornish <i>guyn</i>, Breton <i>gwenn</i>, Gaulish <i>vindo-</i>, <i>*vindo-</i>, a nasalised form of root <i>vid</i>, <i>veid</i>, see, as in fios. Cf. Servian <i>vidny/</i>, clear.","","fionn","as, breton, cf, clear, cornish, find, fio, fionn, form, gaulish, guyn, gwenn, gwyn, in, irish, nasalis, of, old, root, see, servian, veid, vid, vidni, vindo-, welsh, white","FN","AF, ALT, ALX, AN, ARX, AS, AT, F, FLX, FN, FNT, FRM, FT, FTN, KF, KLR, KLX, KN, KRNX, NSLS, PRTN, RT, S, SRFN"
"fionn-","to, against, Irish <i>fionn-</i>, ionn-, Old Irish <i>ind-</i>; See ionn-.","","fionn, fionn-","against, fionn-, ind-, ionn-, irish, old, see, to","FN, FNN","AKNST, ALT, ANN, ANTT, ARX, FNN, S, T"
"fionna, fionnadh","hair, pile, Irish <i>fionnadh</i>, Early Irish <i>finda</i>, <i>findfad</i>, Old Irish <i>finnae</i>, pilorum, <i>*ves-niâ</i>, root <i>ves</i>, clothe, Latin <i>vestis</i>, English <i>vestment</i>. Stokes has compared it to Latin <i>villus</i>, hair, which he takes from <i>*vin-lus</i>, but which is usually referred to the root <i>vel</i> of <i>vellus</i>, <i>lana</i>, etc. The <i>-fad</i> of Early Irish is for <i>*vida</i>, aspect, Welsh <i>gwedd</i>, root <i>vid</i>, see.","","fionna, fionnadh","-fad, aspect, cloth, compar, earli, english, etc, finda, findfad, finna, fionnadh, for, from, gwedd, hair, has, he, irish, it, lana, latin, of, old, pile, pilorum, refer, root, see, stoke, take, to, usual, vel, vellus, ves, ves-niâ, vesti, vestment, vid, vida, villus, vin-lus, welsh, which","FN, FNT","AF, AK, ALT, ALX, ANKLX, ANLX, ARL, ARX, ASL, ASPKT, AT, ATK, AX, FL, FLS, FLX, FN, FNNLS, FNT, FNTFT, FR, FRM, FS, FSSN, FST, FSTMNT, FT, H, HR, HS, KL0, KLT, KMPR, KT, LN, LTN, PL, PLRM, RFR, RT, S, STK, T, TK"
"fionnachd","refreshment: ""coolness"", <i>*ionn-fhuachd</i>: cf. fionnar.","","fionnachd","cf, cool, fionnar, ionn-fhuachd, refresh","FNKT","ANNKT, ANNXT, FNR, KF, KL, RFRX"
"fionnan-feòir","grasshopper, Irish <i>finnín feoir</i> (O'R.):","","feoir, feòir, fionnan, fionnan-feoir, fionnan-feòir","feoir, finnín, grasshopp, irish, o'r","FNN, FNNNFR, FR","AAR, ARX, FNN, FR, KRSP"
"fionnairidh","a watching: <i>*ind-faire</i>; See fionn-, to, and faire.","","fionnairidh","fair, fionn-, ind-fair, see, to, watch","FNRT","ANTTFR, AX, FNN, FR, FX, S, T"
"fionnar","cool, Irish <i>fionnfhuar</i>, Middle Irish <i>indfhuar</i>; from fionn-, and fuar. <b>fionnas-gàrraidh</b>, parsley (M`L.): <!-- page 175 -->","","fionnar","175, cool, fionn-, fionnas-gàrraidh, fionnfhuar, from, fuar, indfhuar, irish, m`l, middl, page, parsley","FNR","ANTFR, ARX, FNFR, FNN, FNSSKRT, FR, FRM, KL, MML, MTL, PJ, PK, PRSL"
"fionndairneach","randk grass, downy beard (H.S.D.):","","fionndairneach","beard, downi, grass, hsd, randk","FNTRNK, FNTRNX","KRS, PRT, RNTK, ST, TN"
"++fionndruinne","(white) bronze, Early Irish <i>findruine</i>, white bronze: <i>*find(b)ruine</i> (Hend.), English <i>bronze</i>.","","fionndruinn","bronz, earli, english, findbruin, findruin, hend, irish, white","FNTRN","ANKLX, ANLX, ARL, ARX, AT, FNTPRN, FNTRN, HNT, PRNS"
"fionnogha","grandson's grandson, Irish <i>fionnúa</i>; from fionn-, ad-, and ogha.","","fionnogha","ad-, fionn-, fionnúa, from, grandson, irish, ogha","FNK","AA, ARX, ATT, FN, FNN, FRM, KRNTSN"
"fionnsgeul","a romance, Irish <i>finnsgeul</i>; from fionn- and sgeul: <i>ande-sqetlon</i>.","","fionnsgeul","ande-sqetlon, finnsgeul, fionn-, from, irish, romanc, sgeul","FNSJL, FNSKL","ANTSKTLN, ARX, FNN, FNSJL, FNSKL, FRM, RMNK, SJL, SKL"
"fìor","true, Irish <i>fíor</i>, Old Irish <i>fír</i>, Welsh <i>gwir</i>, Old Welsh guir, Breton <i>gwir</i>, <i>*vêro-</i>; Latin <i>vêrus</i>; German <i>wahr</i>. Root <i>ver</i>, <i>vor</i>, <i>var</i>, see, as in English <i>beware</i>, <i>ward</i>. Before the noun the word is <b>fìr</b>. Hence <b>fìrean</b>, righteous man, Old Irish <i>fírian</i>, Welsh <i>gwirion</i>, <i>*vêriâno-s</i>.","","fior, fìor","as, befor, bewar, breton, english, fìr, fìrean, fíor, fír, fírian, german, guir, gwir, gwirion, henc, in, irish, latin, man, noun, old, righteous, root, see, true, var, ver, vor, vêriâno-, vêro-, vêrus, wahr, ward, welsh, word","FR","ALT, ALX, AN, ANKLX, ANLX, AR, ART, ARX, AS, FLX, FR, FRN, FRS, FRT, HNK, JRMN, KR, KRMN, KRN, LTN, MN, NN, PFR, PR, PRTN, RT, RTS, S, TR"
"fios","knowledge, Irish <i>fios</i>, Old Irish <i>fiss</i>, <i>*vid-tu-</i>, root <i>vid</i>, <i>veid</i>, know; Latin <i>video</i>, see; Greek @G<i>ei@'@ndon</i>, @G<i>i@'dei@nn</i>, saw, @G<i>oi@'@nda</i>, know, Gothic <i>vitan</i>, watch, English <i>wit</i>; Sanskrit <i>vid</i>, know, <i>vetti</i>, to know. Hence <b>fiosrach</b>, knowing.","","fio","ei'ndon, english, fio, fiosrach, fiss, gothic, greek, henc, i'deinn, irish, know, knowledg, latin, oi'nda, old, root, sanskrit, saw, see, to, veid, vetti, vid, vid-tu-, video, vitan, watch, wit","F","AATN, ALT, ANKLX, ANLX, ANT, ANTN, ARX, AT, AX, F, FS, FSRK, FT, FTN, FTTT, FX, HNK, K0K, KRK, KTK, LTN, N, NF, NLTK, RT, S, SF, SNSKRT, T"
"fir-chlis","the northern lights; See fear and clis.","","chlis, fir, fir-ch","clis, fear, light, northern, see","FR, FRRK, FRRX, KLS","FR, KLS, LT, NR0RN, NRTRN, S"
"fir-chneatain","backgammon men:","","chneatain, fir, fir-chneatain","backgammon, men","FR, FRRKNTN, FRRXNTN, KNTN","MN, PKKMN"
"fire faire","interjection - ""what a pother""; from the Scottish <i>fiery-fary</i>, bustle.","","fair, fire","bustl, fiery-fari, from, interject, pother, scottish, what","FR","ANTRJKT, AT, FRFR, FRM, P0R, PSTL, PTR, SKTX"
"fireach","hill ground, mountain: cf. fearann, root <i>*ver</i>.","","fireach","cf, fearann, ground, hill, mountain, root, ver","FRK, FRX","FR, FRN, HL, KF, KRNT, MNTN, RT"
"firead","a ferret, Irish <i>firéad</i>; from the English","","firead","english, ferret, firéad, from, irish","FRT","ANKLX, ANLX, ARX, FRM, FRT"
"fireun","an eagle, Irish <i>fír-én</i>: ""true-bird""; from fìor and eun. So in Early Irish <i>fír-iasc</i> is the salmon. So in Reay Country (Rob.).","","fireun","countri, eagl, earli, eun, from, fìor, fír-iasc, fír-én, in, irish, reay, rob, salmon, so, true-bird","FRN","AKL, AN, ARL, ARX, FR, FRM, FRRN, FRRSK, KNTR, R, RP, S, SLMN, TRPRT"
"firionn","male, so Irish; Early Irish <i>firend</i>; from fear.","","firionn","earli, fear, firend, from, irish, male, so","FRN","ARL, ARX, FR, FRM, FRNT, ML, S"
"fise faise","interjection - noise of things breaking, talking secretly.","","fais, fise","break, interject, nois, of, secret, talk, thing","F, FS","0NK, AF, ANTRJKT, N, NS, PRK, SKRT, TLK, TNK"
"fitheach","a raven, Irish, Old Irish fiach; this is a dissylable, <i>*vivo-ko-</i>; the phonetics being those of biadh. Stokes gives <i>*veijako-s</i> or <i>*veivako-s</i>. It is still distantly allied to German <i>weihe</i>.","","fitheach","alli, be, biadh, dissyl, distant, fiach, german, give, irish, it, of, old, or, phonet, raven, still, stoke, this, those, to, veijako-, veivako-, vivo-ko-, weih","F0X, FTK","0S, A, AF, AL, ALT, AR, ARX, AT, F, FFK, FJK, FK, FNT, FX, JF, JRMN, KF, KRMN, P, PT, RFN, STK, STL, T, TS, TSL, TSTNT"
"fithreach","dulse, so Irish ( Lh., O'Br., etc.):","","fithreach","duls, etc, irish, lh, o'br, so","F0RX, FTRK","AAPR, ARX, ATK, L, S, TLS"
"fiù","worthy, Irish <i>fiú</i>, Old Irish <i>fiú</i>, Welsh <i>gwiw</i>, Cornish <i>guiu</i>, Old Breton <i>uuiu</i>, Gaulish <i>vesu-</i>, <i>*vesu-</i>, <i>vêsu-</i>, good; Sanskrit <i>vásu</i>, good; root <i>ves</i>, be, English <i>was</i>. Some give <i>*visu</i> (<i>*vîsu-</i>) as the stem, Greek @G<i>i@'/sos</i>, like (= <i>visvo-s</i>), Sanskrit <i>vishu</i>, æque. Hence <b>fiùbhaidh</b>, a prince, valiant chief, Irish <i>fiúbhas</i>, dignity; also <b>fiùghanta</b>, generous, Irish <i>fiughantach</i>, <i>fiúntach</i> (Keat.), worthy.","","fiu, fiù","also, as, be, breton, chief, cornish, digniti, english, fiughantach, fiùbhaidh, fiùghanta, fiú, fiúbha, fiúntach, gaulish, generous, give, good, greek, guiu, gwiw, henc, i'so, irish, keat, like, old, princ, root, sanskrit, some, stem, uuiu, valiant, ves, vesu-, vishu, visu, visvo-, vásu, vêsu-, vîsu-, was, welsh, worthi, æque","F","A, AAS, AK, ALS, ALT, ALX, ANKLX, ANLX, AR0, ARX, AS, F, FKNT, FKNTK, FLNT, FLX, FNTK, FP, FPT, FRT, FS, FSF, FX, HNK, JF, JNRS, K, KF, KLX, KNRS, KRK, KRNX, KT, LK, P, PRNK, PRTN, RT, SM, SNSKRT, STM, TKNT, TNT, XF"
"fiughair","expectation, Early Irish <i>fiugrad</i>, praedicere; from Latin <i>figura</i>. Irish has <i>fíoghair</i>, figure, fashion, sign.","","fiughair","earli, expect, fashion, figur, figura, fiugrad, from, fíoghair, has, irish, latin, praedicer, sign","FKR","AKSPKT, ARL, ARX, FKR, FKRT, FRM, FXN, HS, LTN, PRTSR, SKN, SN"
"fiùran","a sapling, Irish <i>fiúrán</i> ( Sh., O'R., Fol.):","","fiuran, fiùran","fiúrán, fol, irish, o'r, sapl, sh","FRN","AAR, ARX, FL, FRN, SPL, X"
"fiùthaidh","(<b>fiùbhaidh</b>), an arrow; See iùthaidh).","","fiuthaidh, fiùthaidh","arrow, fiùbhaidh, iùthaidh, see","F0T, FTT","A0T, AR, ARF, ATT, FPT, S"
